__id__,__teammates_type__,__teammates_admins_id__,__teammates_admins_type__,__teammates_admins__
207403600047467,admin.list,NULL,NULL,NULL
207403600051948,admin.list,NULL,NULL,NULL
207403600065271,admin.list,NULL,NULL,NULL
207403600065313,admin.list,NULL,NULL,NULL
207403600111602,admin.list,NULL,NULL,NULL
207403600128890,admin.list,NULL,NULL,NULL
207403600051135,admin.list,NULL,NULL,NULL
207403600062678,admin.list,NULL,NULL,NULL
207403600119224,admin.list,NULL,NULL,NULL
207403600044245,admin.list,NULL,NULL,NULL
207403600041544,admin.list,NULL,NULL,NULL
207403600040355,admin.list,NULL,NULL,NULL
207403600040456,admin.list,NULL,NULL,NULL
207403600042362,admin.list,NULL,NULL,NULL
207403600072629,admin.list,NULL,NULL,NULL
207403600081159,admin.list,NULL,NULL,NULL
207403600036868,admin.list,NULL,NULL,NULL
207403600056992,admin.list,NULL,NULL,NULL
207403600057072,admin.list,NULL,NULL,NULL
207403600089069,admin.list,NULL,NULL,NULL
207403600094213,admin.list,NULL,NULL,NULL
207403600124768,admin.list,NULL,NULL,NULL
207403600063695,admin.list,NULL,NULL,NULL
207403600085871,admin.list,NULL,NULL,NULL
207403600040649,admin.list,NULL,NULL,NULL
207403600061041,admin.list,NULL,NULL,NULL
207403600068753,admin.list,NULL,NULL,NULL
207403600118378,admin.list,NULL,NULL,NULL
207403600135930,admin.list,NULL,NULL,NULL
207403600139075,admin.list,NULL,NULL,NULL
207403600038480,admin.list,NULL,NULL,NULL
207403600040903,admin.list,NULL,NULL,NULL
207403600055845,admin.list,NULL,NULL,NULL
207403600059845,admin.list,NULL,NULL,NULL
207403600061081,admin.list,NULL,NULL,NULL
207403600058061,admin.list,NULL,NULL,NULL
207403600065619,admin.list,NULL,NULL,NULL
207403600104033,admin.list,NULL,NULL,NULL
207403600081032,admin.list,NULL,NULL,NULL
207403600039214,admin.list,NULL,NULL,NULL
207403600053655,admin.list,NULL,NULL,NULL
207403600081381,admin.list,NULL,NULL,NULL
207403600047315,admin.list,NULL,NULL,NULL
207403600066940,admin.list,NULL,NULL,NULL
207403600105905,admin.list,NULL,NULL,NULL
207403600059806,admin.list,NULL,NULL,NULL
207403600055715,admin.list,NULL,NULL,NULL
207403600043683,admin.list,NULL,NULL,NULL
207403600064307,admin.list,NULL,NULL,NULL
207403600055574,admin.list,NULL,NULL,NULL
207403600110761,admin.list,NULL,NULL,NULL
207403600063052,admin.list,NULL,NULL,NULL
207403600067299,admin.list,NULL,NULL,NULL
207403600068872,admin.list,NULL,NULL,NULL
207403600039533,admin.list,NULL,NULL,NULL
207403600041729,admin.list,NULL,NULL,NULL
207403600055347,admin.list,NULL,NULL,NULL
207403600058734,admin.list,NULL,NULL,NULL
207403600065177,admin.list,NULL,NULL,NULL
207403600067753,admin.list,NULL,NULL,NULL
207403600048716,admin.list,NULL,NULL,NULL
207403600057515,admin.list,NULL,NULL,NULL
207403600058663,admin.list,NULL,NULL,NULL
207403600038361,admin.list,NULL,NULL,NULL
207403600042949,admin.list,NULL,NULL,NULL
207403600061365,admin.list,NULL,NULL,NULL
207403600066677,admin.list,NULL,NULL,NULL
207403600067296,admin.list,NULL,NULL,NULL
207403600089413,admin.list,NULL,NULL,NULL
207403600100429,admin.list,NULL,NULL,NULL
207403600100648,admin.list,NULL,NULL,NULL
207403600068497,admin.list,NULL,NULL,NULL
207403600051965,admin.list,NULL,NULL,NULL
207403600053920,admin.list,NULL,NULL,NULL
207403600063841,admin.list,NULL,NULL,NULL
207403600066460,admin.list,NULL,NULL,NULL
207403600063051,admin.list,NULL,NULL,NULL
207403600065621,admin.list,NULL,NULL,NULL
207403600068632,admin.list,NULL,NULL,NULL
207403600084170,admin.list,NULL,NULL,NULL
207403600193572,admin.list,50030542,admin,NULL
207403600057069,admin.list,NULL,NULL,NULL
207403600058712,admin.list,NULL,NULL,NULL
207403600128102,admin.list,NULL,NULL,NULL
207403600115340,admin.list,NULL,NULL,NULL
207403600054937,admin.list,NULL,NULL,NULL
207403600063045,admin.list,NULL,NULL,NULL
207403600069803,admin.list,NULL,NULL,NULL
207403600054550,admin.list,NULL,NULL,NULL
207403600053945,admin.list,NULL,NULL,NULL
207403600056039,admin.list,NULL,NULL,NULL
207403600060053,admin.list,NULL,NULL,NULL
207403600070618,admin.list,NULL,NULL,NULL
207403600072385,admin.list,NULL,NULL,NULL
207403600073105,admin.list,NULL,NULL,NULL
207403600073392,admin.list,NULL,NULL,NULL
207403600119029,admin.list,NULL,NULL,NULL
207403600135375,admin.list,NULL,NULL,NULL
207403600038982,admin.list,NULL,NULL,NULL
207403600041608,admin.list,NULL,NULL,NULL
207403600050499,admin.list,NULL,NULL,NULL
207403600051251,admin.list,NULL,NULL,NULL
207403600056822,admin.list,NULL,NULL,NULL
207403600058360,admin.list,NULL,NULL,NULL
207403600069284,admin.list,NULL,NULL,NULL
207403600113198,admin.list,NULL,NULL,NULL
207403600120845,admin.list,NULL,NULL,NULL
207403600123817,admin.list,NULL,NULL,NULL
207403600148731,admin.list,NULL,NULL,NULL
207403600036748,admin.list,NULL,NULL,NULL
207403600037005,admin.list,NULL,NULL,NULL
207403600038261,admin.list,NULL,NULL,NULL
207403600039739,admin.list,NULL,NULL,NULL
207403600041969,admin.list,NULL,NULL,NULL
207403600044084,admin.list,NULL,NULL,NULL
207403600044555,admin.list,NULL,NULL,NULL
207403600045970,admin.list,NULL,NULL,NULL
207403600047868,admin.list,NULL,NULL,NULL
207403600049520,admin.list,NULL,NULL,NULL
207403600049962,admin.list,NULL,NULL,NULL
207403600048127,admin.list,NULL,NULL,NULL
207403600059382,admin.list,NULL,NULL,NULL
207403600068937,admin.list,NULL,NULL,NULL
207403600071076,admin.list,NULL,NULL,NULL
207403600071450,admin.list,NULL,NULL,NULL
207403600086877,admin.list,NULL,NULL,NULL
207403600106816,admin.list,NULL,NULL,NULL
207403600114690,admin.list,NULL,NULL,NULL
207403600037881,admin.list,NULL,NULL,NULL
207403600039069,admin.list,NULL,NULL,NULL
207403600041648,admin.list,NULL,NULL,NULL
207403600042058,admin.list,NULL,NULL,NULL
207403600045852,admin.list,NULL,NULL,NULL
207403600047074,admin.list,NULL,NULL,NULL
207403600047358,admin.list,NULL,NULL,NULL
207403600047547,admin.list,NULL,NULL,NULL
207403600047601,admin.list,NULL,NULL,NULL
207403600050777,admin.list,NULL,NULL,NULL
207403600051353,admin.list,NULL,NULL,NULL
207403600051778,admin.list,NULL,NULL,NULL
207403600053057,admin.list,NULL,NULL,NULL
207403600062350,admin.list,NULL,NULL,NULL
207403600066316,admin.list,NULL,NULL,NULL
207403600066428,admin.list,NULL,NULL,NULL
207403600122634,admin.list,NULL,NULL,NULL
207403600239987,admin.list,NULL,NULL,NULL
207403600038356,admin.list,NULL,NULL,NULL
207403600040489,admin.list,NULL,NULL,NULL
207403600042945,admin.list,NULL,NULL,NULL
207403600057267,admin.list,NULL,NULL,NULL
207403600061897,admin.list,NULL,NULL,NULL
207403600037077,admin.list,NULL,NULL,NULL
207403600040668,admin.list,NULL,NULL,NULL
207403600042926,admin.list,NULL,NULL,NULL
207403600073715,admin.list,NULL,NULL,NULL
207403600074373,admin.list,NULL,NULL,NULL
207403600137617,admin.list,NULL,NULL,NULL
207403600138323,admin.list,NULL,NULL,NULL
207403600063823,admin.list,NULL,NULL,NULL
207403600064026,admin.list,NULL,NULL,NULL
207403600135650,admin.list,NULL,NULL,NULL
207403600042460,admin.list,NULL,NULL,NULL
207403600064973,admin.list,NULL,NULL,NULL
207403600068337,admin.list,NULL,NULL,NULL
207403600073240,admin.list,NULL,NULL,NULL
207403600106292,admin.list,NULL,NULL,NULL
207403600140724,admin.list,NULL,NULL,NULL
207403600241087,admin.list,50023103,admin,NULL
207403600037823,admin.list,NULL,NULL,NULL
207403600054396,admin.list,NULL,NULL,NULL
207403600063097,admin.list,NULL,NULL,NULL
207403600066348,admin.list,NULL,NULL,NULL
207403600131365,admin.list,NULL,NULL,NULL
207403600190973,admin.list,NULL,NULL,NULL
207403600047668,admin.list,NULL,NULL,NULL
207403600058035,admin.list,NULL,NULL,NULL
207403600048886,admin.list,NULL,NULL,NULL
207403600051029,admin.list,NULL,NULL,NULL
207403600052182,admin.list,NULL,NULL,NULL
207403600056820,admin.list,NULL,NULL,NULL
207403600064692,admin.list,NULL,NULL,NULL
207403600110389,admin.list,NULL,NULL,NULL
207403600123477,admin.list,NULL,NULL,NULL
207403600037058,admin.list,NULL,NULL,NULL
207403600037637,admin.list,NULL,NULL,NULL
207403600041161,admin.list,NULL,NULL,NULL
207403600041361,admin.list,NULL,NULL,NULL
207403600041681,admin.list,NULL,NULL,NULL
207403600042333,admin.list,NULL,NULL,NULL
207403600046952,admin.list,NULL,NULL,NULL
207403600054678,admin.list,NULL,NULL,NULL
207403600054846,admin.list,NULL,NULL,NULL
207403600056407,admin.list,NULL,NULL,NULL
207403600063379,admin.list,NULL,NULL,NULL
207403600066243,admin.list,NULL,NULL,NULL
207403600121881,admin.list,NULL,NULL,NULL
207403600127681,admin.list,NULL,NULL,NULL
207403600129162,admin.list,NULL,NULL,NULL
207403600133152,admin.list,NULL,NULL,NULL
207403600165662,admin.list,NULL,NULL,NULL
207403600036948,admin.list,NULL,NULL,NULL
207403600038573,admin.list,NULL,NULL,NULL
207403600038680,admin.list,NULL,NULL,NULL
207403600040351,admin.list,NULL,NULL,NULL
207403600041742,admin.list,NULL,NULL,NULL
207403600044532,admin.list,NULL,NULL,NULL
207403600044670,admin.list,NULL,NULL,NULL
207403600045918,admin.list,NULL,NULL,NULL
207403600046204,admin.list,NULL,NULL,NULL
207403600050038,admin.list,NULL,NULL,NULL
207403600055125,admin.list,NULL,NULL,NULL
207403600055459,admin.list,NULL,NULL,NULL
207403600056359,admin.list,NULL,NULL,NULL
207403600057272,admin.list,NULL,NULL,NULL
207403600057379,admin.list,NULL,NULL,NULL
207403600057762,admin.list,NULL,NULL,NULL
207403600058114,admin.list,NULL,NULL,NULL
207403600059810,admin.list,NULL,NULL,NULL
207403600109185,admin.list,NULL,NULL,NULL
207403600112581,admin.list,NULL,NULL,NULL
207403600037952,admin.list,NULL,NULL,NULL
207403600056969,admin.list,NULL,NULL,NULL
207403600063817,admin.list,NULL,NULL,NULL
207403600064975,admin.list,NULL,NULL,NULL
207403600116857,admin.list,NULL,NULL,NULL
207403600136926,admin.list,NULL,NULL,NULL
207403600159677,admin.list,NULL,NULL,NULL
207403600045772,admin.list,NULL,NULL,NULL
207403600047075,admin.list,NULL,NULL,NULL
207403600055245,admin.list,NULL,NULL,NULL
207403600062683,admin.list,NULL,NULL,NULL
207403600125992,admin.list,NULL,NULL,NULL
207403600136898,admin.list,NULL,NULL,NULL
207403600041960,admin.list,NULL,NULL,NULL
207403600042702,admin.list,NULL,NULL,NULL
207403600064918,admin.list,NULL,NULL,NULL
207403600112781,admin.list,NULL,NULL,NULL
207403600037806,admin.list,NULL,NULL,NULL
207403600038746,admin.list,NULL,NULL,NULL
207403600049285,admin.list,NULL,NULL,NULL
207403600062622,admin.list,NULL,NULL,NULL
207403600066117,admin.list,NULL,NULL,NULL
207403600070173,admin.list,NULL,NULL,NULL
207403600037554,admin.list,NULL,NULL,NULL
207403600043932,admin.list,NULL,NULL,NULL
207403600045988,admin.list,NULL,NULL,NULL
207403600047010,admin.list,NULL,NULL,NULL
207403600047556,admin.list,NULL,NULL,NULL
207403600048717,admin.list,NULL,NULL,NULL
207403600051014,admin.list,NULL,NULL,NULL
207403600053060,admin.list,NULL,NULL,NULL
207403600055213,admin.list,NULL,NULL,NULL
207403600056331,admin.list,NULL,NULL,NULL
207403600063033,admin.list,NULL,NULL,NULL
207403600068891,admin.list,NULL,NULL,NULL
207403600082734,admin.list,NULL,NULL,NULL
207403600088144,admin.list,NULL,NULL,NULL
207403600103100,admin.list,NULL,NULL,NULL
207403600115147,admin.list,NULL,NULL,NULL
207403600119547,admin.list,NULL,NULL,NULL
207403600161715,admin.list,NULL,NULL,NULL
207403600049018,admin.list,NULL,NULL,NULL
207403600049154,admin.list,NULL,NULL,NULL
207403600051675,admin.list,NULL,NULL,NULL
207403600056073,admin.list,NULL,NULL,NULL
207403600062718,admin.list,NULL,NULL,NULL
207403600063288,admin.list,NULL,NULL,NULL
207403600070956,admin.list,NULL,NULL,NULL
207403600072399,admin.list,NULL,NULL,NULL
207403600102469,admin.list,NULL,NULL,NULL
207403600125202,admin.list,NULL,NULL,NULL
207403600125377,admin.list,NULL,NULL,NULL
207403600204294,admin.list,NULL,NULL,NULL
207403600036999,admin.list,NULL,NULL,NULL
207403600045652,admin.list,NULL,NULL,NULL
207403600132268,admin.list,NULL,NULL,NULL
207403600164069,admin.list,NULL,NULL,NULL
207403600185782,admin.list,NULL,NULL,NULL
207403600245732,admin.list,NULL,NULL,NULL
207403600036129,admin.list,NULL,NULL,NULL
207403600046653,admin.list,NULL,NULL,NULL
207403600050392,admin.list,NULL,NULL,NULL
207403600052303,admin.list,NULL,NULL,NULL
207403600056752,admin.list,NULL,NULL,NULL
207403600059473,admin.list,NULL,NULL,NULL
207403600063216,admin.list,NULL,NULL,NULL
207403600072433,admin.list,NULL,NULL,NULL
207403600073878,admin.list,NULL,NULL,NULL
207403600104071,admin.list,NULL,NULL,NULL
207403600109272,admin.list,NULL,NULL,NULL
207403600126752,admin.list,NULL,NULL,NULL
207403600136130,admin.list,NULL,NULL,NULL
207403600163274,admin.list,NULL,NULL,NULL
