conversation_id,delivered_as,subject,body,url,redacted,author_id,contact_not_found
207403600197585,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/radcliffe-manor-house+radcliffe-manor-house#/clients?state=admitted,0,66f19441267853ae40cba62e,0
207403600197589,customer_initiated,,<p>I need help using your product</p>,https://acorn.care-planner.co.uk/general/12687/default/contacts/12687#,0,660d350608bc9f1721c89789,0
207403600197591,customer_initiated,,<p>I need help using your product</p>,https://caredelivered.care-planner.co.uk/dashboard,0,660e926d8245cd9e4112cb57,0
207403600197593,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/ibc-healthcare+fds-poppy#/clients/917425/careplan/client_categories/1558143/client_subcategories/6174171?state=admitted,0,66f193a1f66a171a54e5d262,0
207403600197595,customer_initiated,,<p>Something Else</p>,https://beta-org.nourishcare.co.uk/nourish-care-group+beech-house-residential#/clients/61434/support_network?Archived=false&state=admitted,0,66f194f4f36a9519f7955888,0
207403600197597,customer_initiated,,<p>I need Nourish to Complete a task</p>,https://org.nourishcare.co.uk/askham-village-community+askham-house#/administration/group_services,0,66f192ecf66a1713a9d1fc9e,0
207403600196153,operator_initiated,,"<p class=""no-margin"">Hi Adam, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196194,operator_initiated,,"<p class=""no-margin"">Hi Rama, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196283,operator_initiated,,"<p class=""no-margin"">Hi JUTTA, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196091,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/norse-care-services-ltd+lydia-eva-court#/clients/632797/?date=2024-12-07&mine=false&state=suspended,0,66f2606bf665d67b910f22ce,0
207403600196213,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/mha-methodist-homes+cromwell-house#/clients/721843/profile/sections/general_info?state=admitted,0,66f193a12b26b83195be50b2,0
207403600196033,operator_initiated,,"<p class=""no-margin"">Hi! How can we help you today?</p>",NULL,0,50006560,0
207403600196109,operator_initiated,,"<p class=""no-margin"">Hi Daniela, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196128,customer_initiated,,<p>Something Else</p>,https://careconcerngroup.nourishcare.co.uk/care-concern-group-limited+alderbrook-care-home#/clients/48776/careplan/client_categories/57517/client_subcategories/200105?state=admitted,0,6752d5ede16fc8ade31d886b,0
207403600196254,customer_initiated,,<p>Something Else</p>,NULL,0,66f193f480df831a901de110,0
207403600066038,operator_initiated,,"<p class=""no-margin"">Hi Pearl, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196059,operator_initiated,,"<p class=""no-margin"">Hi! How can we help you today?</p>",NULL,0,50006560,0
207403600196110,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.com/exemplar-health-care+tyne-grange#/clients/579879/profile?state=admitted,0,67094b373da667f318ab5591,0
207403600196200,customer_initiated,,<p>Something isn't working as expected</p>,https://seacole.nourishcare.co.uk/norse-care-services-ltd+lydia-eva-court#/clients/632797/?date=2024-12-07&mine=false&state=suspended,0,66f19440267853b161a8e7ba,0
207403600196219,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/exemplar-health-care+maypole-grove#/clients/684087/careplan/client_categories/782892/client_subcategories/2753724?state=admitted,0,66f2823cf665d6273abe5242,0
207403600196083,customer_initiated,,<p>Something Else</p>,https://excelcare.nourishcare.co.uk/excelcare-holdings+park-avenue-care-home#/service_counts/1137/interactions/9956070?date=2024-12-07,0,66f1943180df831a901de17e,0
207403600160978,operator_initiated,,"<p class=""no-margin"">Hi Paula, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196269,customer_initiated,,<p>How do I do or find something?</p>,https://org.nourishcare.co.uk/green-square-accord+amber-wood#/clients/434195/?date=2024-12-06&mine=false&state=admitted,0,66f284ab9fa29f38a4a9e96e,0
207403600188903,operator_initiated,,"<p class=""no-margin"">Hi Mahaganesh, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196135,customer_initiated,,<p>How do I do or find something?</p>,https://org.nourishcare.co.uk/pear-tree+peartree-house#/clients/950256/interactions/1870672152?date=2024-12-06&mine=false&state=admitted,0,66f28a8ca85f720191702eb0,0
207403600196247,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/exemplar-health-care+maypole-grove#/dashboards/category/warnings/subcategory/due_warnings,0,66f2823cf665d6273abe5242,0
207403600196056,operator_initiated,,"<p class=""no-margin"">Hi Twaiba, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196195,customer_initiated,,<p>I need help using your product</p>,https://annmason.care-planner.co.uk/careplanner/config/careplanner-configuration/emar#,0,6745d7a4b5585beb1aea90e4,0
207403600195808,operator_initiated,,"<p class=""no-margin"">Hi Kim, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196086,customer_initiated,,<p>How do I do or find something?</p>,https://careconcerngroup.nourishcare.co.uk/care-concern-group-limited+alderbrook-care-home#/clients?state=admitted,0,6752d5ede16fc8ade31d886b,0
207403600196272,customer_initiated,,<p>I need Nourish to Complete a task</p>,https://seacole.nourishcare.co.uk/st-anne-s-community-services+rockhaven#/dashboards/category/02dc6dba-2085-455d-91db-9942d1cf368b,0,672cb741130956f04eb97e6a,0
207403600196222,customer_initiated,,<p>Something Else</p>,https://barchester.nourishcare.com/barchester+adlington-manor-care-home#/clients?state=admitted,0,66f194a32b26b830fbccbf78,0
207403600196141,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/mha-methodist-homes+hall-grange#/clients/423215/?mine=false&state=admitted,0,66f192132b26b819e9ae20b9,0
207403600196288,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/exemplar-health-care+adswood-lodge#/clients/491611/?date=2024-12-08&mine=false&state=admitted,0,66f2891899eb089fcce86a8c,0
207403600196277,customer_initiated,,<p>Something isn't working as expected</p>,NULL,0,66f192d82b26b81b8c5679ee,0
207403600196026,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/priory-group+grafton-manor#/clients/303526/assessments?state=admitted,0,66f257f572372183e33654e8,0
207403600041153,operator_initiated,,"<p class=""no-margin"">Hi Lucian, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196117,customer_initiated,,<p>How do I do or find something?</p>,https://org.nourishcare.co.uk/millennium-cs+margarets-close#/clients/901153/?date=2024-12-07&mine=false&state=admitted,0,66f1921f2b26b819e9ae20cf,0
207403600195952,operator_initiated,,"<p class=""no-margin"">Hi Monica, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196081,customer_initiated,,<p>How do I do or find something?</p>,https://hc-one.nourishcare.com/hc-one+douglas-view#/alarms?state=admitted,0,66f2844e1971ebc1866990d0,0
207403600196224,operator_initiated,,"<p class=""no-margin"">Hi Kelly, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196138,customer_initiated,,<p>Something Else</p>,https://barchester.nourishcare.com/barchester+cherry-trees-care-home#/clients/16825/?date=2024-12-07&mine=false&state=admitted,0,66f1938180df831ad951bdb2,0
207403600196289,operator_initiated,,"<p class=""no-margin"">Hi Horace, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196073,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/beachville-care-home+beachville-care-home#/clients/409321/careplan/client_categories/826259?state=admitted,0,66f1920c2678538c42c7fddc,0
207403600044209,operator_initiated,,"<p class=""no-margin"">Hi Michelle, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196171,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/agecare-pt1-ltd+care-home-42#/clients/1132846/profile/sections/gp_connect?state=admitted,0,66f193e52b26b83195be512e,0
207403600196093,customer_initiated,,<p>Something Else</p>,https://excelcare.nourishcare.co.uk/excelcare-holdings+park-avenue-care-home#/clients/12389/alarms/546917?state=admitted,0,66f1943180df831a901de17e,0
207403600195803,operator_initiated,,"<p class=""no-margin"">Hi Marie, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196209,customer_initiated,,<p>I need Nourish to Complete a task</p>,https://seacole.nourishcare.co.uk/mha-methodist-homes+cromwell-house#/clients/721843/profile/sections/general_info?state=admitted,0,66f193a12b26b83195be50b2,0
207403600196144,customer_initiated,,<p>Something Else</p>,NULL,0,66f192db2b26b81b0bae8236,0
207403600196145,operator_initiated,,"<p class=""no-margin"">Hi Jacky, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196122,operator_initiated,,"<p class=""no-margin"">Hi Susane, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196070,operator_initiated,,"<p class=""no-margin"">Hi Jackie, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600128748,operator_initiated,,"<p class=""no-margin"">Hi Diana, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196275,operator_initiated,,"<p class=""no-margin"">Hi Olufunke, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196101,customer_initiated,,<p>I need Nourish to Complete a task</p>,https://seacole.nourishcare.co.uk/rehability-uk-group+ruk-ward-street#/clients/687781/profile/sections/general_info?state=admitted,0,673b4ad793679a0a9f1a2405,0
207403600196162,operator_initiated,,"<p class=""no-margin"">Hi Danielle, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196108,operator_initiated,,"<p class=""no-margin"">Hi Angela, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600183719,operator_initiated,,"<p class=""no-margin"">Hi Martha, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195800,operator_initiated,,"<p class=""no-margin"">Hi Claudet, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196262,operator_initiated,,"<p class=""no-margin"">Hi Grace, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600196030,customer_initiated,,<p>Something isn't working as expected</p>,https://org.nourishcare.co.uk/southcare-homes+lime-tree-house#/clients/715311/?date=2024-12-07&state=admitted&interactionState=admitted,0,66f194092b26b833826c12e3,0
207403600196152,customer_initiated,,<p>How do I do or find something?</p>,https://org.nourishcare.co.uk/fairlightnursinghome+fairlightnursinghome#/clients/320177/profile?state=admitted,0,66f2852c1971ebc355699818,0
207403600196267,customer_initiated,,<p>Something Else</p>,NULL,0,66f28da041abcbfd812a683c,0
207403600197169,operator_initiated,,"<p class=""no-margin"">Hi Dimitrie, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600197614,customer_initiated,,<p>I need help with Clients</p>,https://org.nourishcare.co.uk/magnus-care-ltd+magnuscare-nc#/clients/1105003/support_network?archived=false&state=admitted,0,67050be87602ace0007197f0,0
207403600197617,customer_initiated,,<p>I need help with something else</p>,https://org.nourishcare.co.uk/aaa-healthcare-agency-ltd+preston-central-lancs#/clients/947456/profile/sections/organisation_state,0,66f194372b26b83123d8181a,0
