__id__,__topics_total_count__,__topics_type__,__topics_topics_id__,__topics_topics_name__,__topics_topics_type__,__topics_topics__
20676600003598,2,topic.list,65754,"Status, change",topic,NULL
20676600065700,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600601100,3,topic.list,65754,"Status, change",topic,NULL
20676600601100,3,topic.list,65766,"Device, Management",topic,NULL
20676600601100,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600686771,1,topic.list,65754,"Status, change",topic,NULL
20676600829569,0,topic.list,NULL,NULL,NULL,NULL
20676600842856,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600842856,3,topic.list,65766,"Device, Management",topic,NULL
20676600842856,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600919091,3,topic.list,65754,"Status, change",topic,NULL
20676600919091,3,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600919091,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600922462,0,topic.list,NULL,NULL,NULL,NULL
20676601468995,0,topic.list,NULL,NULL,NULL,NULL
20676601658503,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601658503,2,topic.list,65766,"Device, Management",topic,NULL
20676600173792,1,topic.list,65754,"Status, change",topic,NULL
20676600808819,2,topic.list,65754,"Status, change",topic,NULL
20676600808819,2,topic.list,65770,staff,topic,NULL
20676600949733,0,topic.list,NULL,NULL,NULL,NULL
20676601033173,0,topic.list,NULL,NULL,NULL,NULL
20676601251297,0,topic.list,NULL,NULL,NULL,NULL
22486848988,1,topic.list,65761,"Interaction, Interactions",topic,NULL
25312582873,1,topic.list,65766,"Device, Management",topic,NULL
20676600212836,0,topic.list,NULL,NULL,NULL,NULL
20676600446032,1,topic.list,65754,"Status, change",topic,NULL
16545003236,2,topic.list,65766,"Device, Management",topic,NULL
20676600342077,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600342077,2,topic.list,65768,care type,topic,NULL
20676600526478,1,topic.list,65766,"Device, Management",topic,NULL
20676601078848,0,topic.list,NULL,NULL,NULL,NULL
20676601456537,0,topic.list,NULL,NULL,NULL,NULL
23051595008,3,topic.list,65754,"Status, change",topic,NULL
23051595008,3,topic.list,65766,"Device, Management",topic,NULL
23051595008,3,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
25815272790,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600066695,2,topic.list,12942,password,topic,NULL
20676600066695,2,topic.list,65770,staff,topic,NULL
20676600229205,2,topic.list,65754,"Status, change",topic,NULL
20676600229205,2,topic.list,65765,Permissions,topic,NULL
20676600657731,0,topic.list,NULL,NULL,NULL,NULL
20676600884673,1,topic.list,65753,Report,topic,NULL
20676600923655,1,topic.list,65753,Report,topic,NULL
17935060691,2,topic.list,65760,Handover,topic,NULL
17935060691,2,topic.list,65770,staff,topic,NULL
20441257164,2,topic.list,65766,"Device, Management",topic,NULL
20441257164,2,topic.list,65770,staff,topic,NULL
20676600082246,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600107742,2,topic.list,65758,Bug,topic,NULL
20676600107742,2,topic.list,65766,"Device, Management",topic,NULL
20676600449976,1,topic.list,65754,"Status, change",topic,NULL
20676600489021,2,topic.list,65753,Report,topic,NULL
20676600489021,2,topic.list,65766,"Device, Management",topic,NULL
20676600693407,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600693407,2,topic.list,65770,staff,topic,NULL
20676600714547,0,topic.list,NULL,NULL,NULL,NULL
20676600902064,0,topic.list,NULL,NULL,NULL,NULL
20676601090425,0,topic.list,NULL,NULL,NULL,NULL
20676601383057,2,topic.list,1107,Scheduling,topic,NULL
20676601383057,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601460591,0,topic.list,NULL,NULL,NULL,NULL
20676601652498,0,topic.list,NULL,NULL,NULL,NULL
24608764350,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600470593,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600772152,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600772152,2,topic.list,65772,"action, actions",topic,NULL
20676600884465,0,topic.list,NULL,NULL,NULL,NULL
20676600906371,0,topic.list,NULL,NULL,NULL,NULL
20676601099058,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676601099058,2,topic.list,65756,Critical Information,topic,NULL
20676600034268,1,topic.list,68352,Community,topic,NULL
21279898486,3,topic.list,65770,staff,topic,NULL
21279898486,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
15143165238,0,topic.list,NULL,NULL,NULL,NULL
20676600235699,0,topic.list,NULL,NULL,NULL,NULL
20676600937843,0,topic.list,NULL,NULL,NULL,NULL
20676601262876,3,topic.list,1107,Scheduling,topic,NULL
20676601262876,3,topic.list,65754,"Status, change",topic,NULL
20676601262876,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601466701,0,topic.list,NULL,NULL,NULL,NULL
20676601645505,0,topic.list,NULL,NULL,NULL,NULL
20676600056570,0,topic.list,NULL,NULL,NULL,NULL
20676600285252,1,topic.list,65766,"Device, Management",topic,NULL
20676600386710,1,topic.list,65766,"Device, Management",topic,NULL
20676600767102,2,topic.list,1107,Scheduling,topic,NULL
20676600767102,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600779922,0,topic.list,NULL,NULL,NULL,NULL
20676600899589,2,topic.list,1107,Scheduling,topic,NULL
20676600899589,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600958495,1,topic.list,65766,"Device, Management",topic,NULL
20676601075469,0,topic.list,NULL,NULL,NULL,NULL
21255128223,0,topic.list,NULL,NULL,NULL,NULL
20676600180215,0,topic.list,NULL,NULL,NULL,NULL
20676600515499,0,topic.list,NULL,NULL,NULL,NULL
20676600758703,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601338738,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676601351878,0,topic.list,NULL,NULL,NULL,NULL
25668944390,0,topic.list,NULL,NULL,NULL,NULL
19327967314,3,topic.list,1107,Scheduling,topic,NULL
19327967314,3,topic.list,65766,"Device, Management",topic,NULL
19327967314,3,topic.list,65770,staff,topic,NULL
20676600205693,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600205693,2,topic.list,65772,"action, actions",topic,NULL
20676600405695,0,topic.list,NULL,NULL,NULL,NULL
20676600418014,1,topic.list,12942,password,topic,NULL
20676600483032,0,topic.list,NULL,NULL,NULL,NULL
20676600691715,1,topic.list,65754,"Status, change",topic,NULL
20676600867594,0,topic.list,NULL,NULL,NULL,NULL
20676600965031,1,topic.list,65756,Critical Information,topic,NULL
20676601026046,0,topic.list,NULL,NULL,NULL,NULL
20676601455859,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601094156,2,topic.list,1107,Scheduling,topic,NULL
20676601094156,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601187029,0,topic.list,NULL,NULL,NULL,NULL
20676601197213,0,topic.list,NULL,NULL,NULL,NULL
20676601336982,0,topic.list,NULL,NULL,NULL,NULL
20676600159938,1,topic.list,65766,"Device, Management",topic,NULL
20676600379352,0,topic.list,NULL,NULL,NULL,NULL
20676600407031,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600407372,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600407372,2,topic.list,65766,"Device, Management",topic,NULL
20676600409658,1,topic.list,65754,"Status, change",topic,NULL
20676600764077,0,topic.list,NULL,NULL,NULL,NULL
20676600777159,1,topic.list,65766,"Device, Management",topic,NULL
20676600885433,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601092312,2,topic.list,1107,Scheduling,topic,NULL
20676601092312,2,topic.list,65754,"Status, change",topic,NULL
20676601136624,0,topic.list,NULL,NULL,NULL,NULL
20676601543531,0,topic.list,NULL,NULL,NULL,NULL
20676601612312,0,topic.list,NULL,NULL,NULL,NULL
23050504532,0,topic.list,NULL,NULL,NULL,NULL
20676600049307,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600177280,0,topic.list,NULL,NULL,NULL,NULL
20676600269552,1,topic.list,1107,Scheduling,topic,NULL
20676600382234,1,topic.list,1107,Scheduling,topic,NULL
20676600694249,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600694249,3,topic.list,65766,"Device, Management",topic,NULL
20676600694249,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601091924,1,topic.list,65766,"Device, Management",topic,NULL
20676601421240,0,topic.list,NULL,NULL,NULL,NULL
20676600462842,1,topic.list,65766,"Device, Management",topic,NULL
20676601031369,2,topic.list,65766,"Device, Management",topic,NULL
20676601031369,2,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601364541,0,topic.list,NULL,NULL,NULL,NULL
20676600047091,2,topic.list,65754,"Status, change",topic,NULL
20676600047091,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600979625,1,topic.list,65753,Report,topic,NULL
20676601158612,0,topic.list,NULL,NULL,NULL,NULL
20676601454372,2,topic.list,12942,password,topic,NULL
20676601454372,2,topic.list,65766,"Device, Management",topic,NULL
20676600123142,0,topic.list,NULL,NULL,NULL,NULL
20676600946362,0,topic.list,NULL,NULL,NULL,NULL
20676601469344,1,topic.list,65756,Critical Information,topic,NULL
20676601430665,0,topic.list,NULL,NULL,NULL,NULL
20676601469490,0,topic.list,NULL,NULL,NULL,NULL
20676601566493,1,topic.list,65765,Permissions,topic,NULL
20676600951693,0,topic.list,NULL,NULL,NULL,NULL
20676601456489,0,topic.list,NULL,NULL,NULL,NULL
20536493500,3,topic.list,65754,"Status, change",topic,NULL
20536493500,3,topic.list,65759,Dashboard,topic,NULL
20536493500,3,topic.list,65766,"Device, Management",topic,NULL
20676600085085,0,topic.list,NULL,NULL,NULL,NULL
20676600810177,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600810177,2,topic.list,65762,Organisation Interactions,topic,NULL
20676600904916,0,topic.list,NULL,NULL,NULL,NULL
20676601356462,0,topic.list,NULL,NULL,NULL,NULL
20676601615157,0,topic.list,NULL,NULL,NULL,NULL
17704403034,1,topic.list,65770,staff,topic,NULL
20676600004401,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600251505,0,topic.list,NULL,NULL,NULL,NULL
20676600281964,2,topic.list,65753,Report,topic,NULL
20676600281964,2,topic.list,65760,Handover,topic,NULL
20676600945584,1,topic.list,65766,"Device, Management",topic,NULL
26963883633,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676600123408,1,topic.list,65753,Report,topic,NULL
20676600171954,1,topic.list,65766,"Device, Management",topic,NULL
20676600192354,0,topic.list,NULL,NULL,NULL,NULL
20676600485280,0,topic.list,NULL,NULL,NULL,NULL
20676600655754,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600914171,1,topic.list,65766,"Device, Management",topic,NULL
20676601307298,0,topic.list,NULL,NULL,NULL,NULL
20676601472122,0,topic.list,NULL,NULL,NULL,NULL
22534842141,3,topic.list,65754,"Status, change",topic,NULL
22534842141,3,topic.list,65766,"Device, Management",topic,NULL
22534842141,3,topic.list,65770,staff,topic,NULL
20676600005003,2,topic.list,12942,password,topic,NULL
20676600005003,2,topic.list,65766,"Device, Management",topic,NULL
20676600241957,1,topic.list,65754,"Status, change",topic,NULL
20676600332568,1,topic.list,65769,"family portal, portal",topic,NULL
20676600514057,0,topic.list,NULL,NULL,NULL,NULL
20676600945331,1,topic.list,65754,"Status, change",topic,NULL
20676601368225,0,topic.list,NULL,NULL,NULL,NULL
20676601635101,0,topic.list,NULL,NULL,NULL,NULL
16322389802,1,topic.list,65766,"Device, Management",topic,NULL
25394835103,2,topic.list,65765,Permissions,topic,NULL
20676600001698,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600001698,3,topic.list,65766,"Device, Management",topic,NULL
20676600235431,0,topic.list,NULL,NULL,NULL,NULL
20676600597237,0,topic.list,NULL,NULL,NULL,NULL
20676600767054,0,topic.list,NULL,NULL,NULL,NULL
20676600876695,1,topic.list,1107,Scheduling,topic,NULL
20676600945207,1,topic.list,65754,"Status, change",topic,NULL
20676600946084,0,topic.list,NULL,NULL,NULL,NULL
20676601098368,0,topic.list,NULL,NULL,NULL,NULL
20676601655213,0,topic.list,NULL,NULL,NULL,NULL
21459012878,2,topic.list,1107,Scheduling,topic,NULL
21459012878,2,topic.list,65754,"Status, change",topic,NULL
20676600247755,1,topic.list,65766,"Device, Management",topic,NULL
20676600248192,4,topic.list,65754,"Status, change",topic,NULL
20676600248192,4,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600248192,4,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600248192,4,topic.list,65766,"Device, Management",topic,NULL
20676600709221,0,topic.list,NULL,NULL,NULL,NULL
20676600767394,0,topic.list,NULL,NULL,NULL,NULL
20676600792970,0,topic.list,NULL,NULL,NULL,NULL
20676600952254,1,topic.list,65754,"Status, change",topic,NULL
20676600965010,0,topic.list,NULL,NULL,NULL,NULL
20676601186047,2,topic.list,65754,"Status, change",topic,NULL
20676601186047,2,topic.list,65766,"Device, Management",topic,NULL
20676601241213,0,topic.list,NULL,NULL,NULL,NULL
20676601311136,0,topic.list,NULL,NULL,NULL,NULL
20676601339414,0,topic.list,NULL,NULL,NULL,NULL
20676601401920,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676601458302,0,topic.list,NULL,NULL,NULL,NULL
21316068304,1,topic.list,65754,"Status, change",topic,NULL
24996081121,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600171803,3,topic.list,65754,"Status, change",topic,NULL
20676600171803,3,topic.list,65757,Circle of Care,topic,NULL
20676600171803,3,topic.list,65766,"Device, Management",topic,NULL
20676600515117,0,topic.list,NULL,NULL,NULL,NULL
20676600618443,1,topic.list,65766,"Device, Management",topic,NULL
20676601418359,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
20676601442145,0,topic.list,NULL,NULL,NULL,NULL
20676601451987,1,topic.list,12942,password,topic,NULL
20676600417929,0,topic.list,NULL,NULL,NULL,NULL
20676600439220,2,topic.list,65754,"Status, change",topic,NULL
20676600439220,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600655713,0,topic.list,NULL,NULL,NULL,NULL
20676601197144,0,topic.list,NULL,NULL,NULL,NULL
20676601202105,0,topic.list,NULL,NULL,NULL,NULL
20676601593452,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
24826151360,1,topic.list,65754,"Status, change",topic,NULL
20676600075095,2,topic.list,12942,password,topic,NULL
20676600075095,2,topic.list,65770,staff,topic,NULL
20676600077782,0,topic.list,NULL,NULL,NULL,NULL
20676600387958,1,topic.list,65766,"Device, Management",topic,NULL
20676600497613,1,topic.list,65753,Report,topic,NULL
20676600592939,1,topic.list,65770,staff,topic,NULL
20676600914245,0,topic.list,NULL,NULL,NULL,NULL
20676601237610,0,topic.list,NULL,NULL,NULL,NULL
20676601332885,0,topic.list,NULL,NULL,NULL,NULL
24295375656,1,topic.list,65766,"Device, Management",topic,NULL
20676600387599,0,topic.list,NULL,NULL,NULL,NULL
20676600655843,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600655843,2,topic.list,65770,staff,topic,NULL
20676600920317,1,topic.list,65770,staff,topic,NULL
20676601304408,0,topic.list,NULL,NULL,NULL,NULL
23173256858,1,topic.list,65753,Report,topic,NULL
20676600002103,1,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600521444,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600521444,2,topic.list,65762,Organisation Interactions,topic,NULL
20676600959671,0,topic.list,NULL,NULL,NULL,NULL
20676601361110,0,topic.list,NULL,NULL,NULL,NULL
20676601457010,0,topic.list,NULL,NULL,NULL,NULL
22915021361,0,topic.list,NULL,NULL,NULL,NULL
20676600003274,2,topic.list,65754,"Status, change",topic,NULL
20676600003274,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600760184,0,topic.list,NULL,NULL,NULL,NULL
20676600966016,1,topic.list,68352,Community,topic,NULL
20676601552851,0,topic.list,NULL,NULL,NULL,NULL
20676601649864,3,topic.list,65766,"Device, Management",topic,NULL
20676601649864,3,topic.list,65770,staff,topic,NULL
20676601649864,3,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676601426833,0,topic.list,NULL,NULL,NULL,NULL
24058306336,0,topic.list,NULL,NULL,NULL,NULL
24008743797,3,topic.list,65761,"Interaction, Interactions",topic,NULL
24008743797,3,topic.list,65767,Roles,topic,NULL
25580696302,1,topic.list,65754,"Status, change",topic,NULL
